Age,Training_Hours_Per_Week,Performance_Score,Gender,Calories_Required,Height,Weight,Training_Complexity_Range
31,16,2,Male,1734,181,85,Low
41,19,7,Male,2453,158,66,Low
43,17,3,Male,2470,170,81,High
40,19,10,Female,1599,180,69,Low
44,24,7,Male,1543,170,73,Low
19,15,6,Female,1637,156,56,Low
31,19,5,Male,2050,153,97,Medium
22,25,3,Female,3004,174,83,Medium
28,29,10,Female,2918,180,68,Medium
22,28,7,Female,3416,173,57,Low
25,8,2,Female,2653,159,89,Low
41,19,7,Male,2535,169,56,High
23,6,2,Female,2687,181,84,Low
43,18,7,Female,2427,162,92,Medium
25,27,7,Male,2245,182,96,Low
32,6,8,Male,1773,164,94,Low
23,7,6,Female,3362,169,96,Low
41,8,1,Female,1596,166,66,Low
33,7,1,Female,3009,182,64,Medium
19,27,8,Male,2610,154,62,Low
40,10,10,Male,3451,157,94,High
19,23,8,Female,3159,182,71,Medium
34,9,3,Female,2772,163,95,High
31,22,8,Male,2181,158,91,Low
34,22,5,Female,1590,152,61,Medium
30,16,4,Female,2262,177,60,Medium
34,24,4,Female,2535,169,73,High
44,10,10,Female,2591,180,74,Medium
31,23,3,Female,3045,152,59,High
43,20,5,Female,3110,186,90,Low
20,19,8,Male,2424,152,84,Medium
22,30,7,Female,3459,168,75,High
28,7,7,Male,2833,182,58,Medium
31,9,7,Female,2641,171,62,Low
33,26,4,Female,2237,161,86,High
25,20,10,Male,1509,176,90,High
27,11,4,Female,2317,177,66,High
43,22,3,Male,2125,160,62,Medium
42,11,9,Male,2930,172,71,Medium
40,6,8,Male,3065,151,75,High
20,16,6,Male,2092,173,88,High
19,15,5,Female,1704,178,64,Medium
43,17,8,Female,3245,182,56,High
35,9,4,Female,3354,177,58,High
26,6,2,Male,2194,181,61,High
37,8,6,Male,2240,156,70,High
41,18,9,Male,3021,162,83,Medium
38,12,9,Female,1862,152,56,Medium
32,27,5,Female,2604,177,67,Low
40,21,5,Female,2421,166,64,Medium
28,29,5,Female,2879,158,75,High
33,20,7,Female,2545,190,90,High
35,16,5,Male,1628,155,92,Medium
22,17,3,Female,2108,164,79,Medium
45,14,4,Male,2073,173,58,High
33,10,4,Female,1987,188,57,High
37,25,7,Female,2034,158,76,High
45,22,3,Female,1641,173,85,High
30,10,8,Female,3237,180,63,Medium
28,25,7,Female,2561,160,67,Medium
45,18,4,Male,2429,185,55,High
44,20,6,Female,2409,150,94,Low
29,19,9,Male,2094,180,94,Medium
41,24,4,Male,2127,171,78,High
29,10,3,Male,1918,175,70,Medium
32,19,4,Male,2831,178,96,Medium
36,18,6,Female,2503,179,96,High
35,29,1,Male,2641,178,92,High
43,7,7,Female,2497,176,72,Low
42,28,5,Female,3130,180,57,Medium
23,18,4,Male,2143,172,85,Medium
18,7,8,Female,3478,177,73,High
22,15,8,Male,3077,186,80,Medium
43,26,7,Female,1760,157,63,Medium
23,8,4,Male,3384,159,55,High
21,21,1,Male,2630,168,77,Medium
26,17,4,Male,2697,188,95,High
18,18,2,Male,2314,187,52,Medium
18,20,6,Male,1959,180,97,Low
29,26,5,Male,2357,171,60,High
23,10,8,Female,2466,151,90,High
19,7,2,Male,2415,182,84,High
19,13,8,Male,1947,153,96,High
26,12,6,Male,2174,177,71,High
45,23,1,Male,1628,187,61,High
26,30,9,Female,1824,170,94,High
26,30,1,Male,2041,161,50,Low
34,12,9,Female,3152,183,55,Low
44,24,4,Male,1501,159,85,High
44,27,2,Female,2548,157,79,High
18,20,2,Female,2850,185,73,High
24,7,4,Female,3059,165,60,High
30,15,2,Male,2675,155,52,High
26,24,2,Female,1536,168,91,Low
19,13,8,Female,3478,166,97,High
33,9,9,Female,2088,166,73,Low
30,11,4,Female,2027,181,79,High
19,11,3,Male,2853,185,70,High
23,26,7,Female,1620,189,66,Medium
27,28,8,Male,2563,172,70,High
35,29,5,Female,2382,156,83,High
20,24,3,Male,2717,177,77,Low
21,13,10,Female,2690,179,82,Low
44,9,6,Male,2114,187,79,Medium
29,28,10,Male,3129,154,61,High
35,17,3,Female,2816,182,82,Low
39,10,9,Female,3358,162,99,High
37,19,8,Male,2242,151,84,Medium
27,23,8,Female,2697,186,99,Low
31,15,9,Male,2322,154,71,Low
27,12,1,Female,1696,168,92,High
30,27,8,Male,3318,180,50,Low
29,5,8,Male,2465,169,92,Low
30,27,4,Female,3282,170,56,High
20,13,5,Male,2972,172,99,Medium
45,7,4,Female,2375,179,52,Low
35,27,5,Male,3054,164,84,Low
38,30,2,Female,2291,185,99,High
25,27,2,Female,3370,158,71,Low
45,20,10,Male,3319,183,78,High
41,13,9,Female,3078,187,94,Medium
34,26,1,Male,2338,182,55,High
18,27,2,Female,2728,178,81,High
41,15,10,Male,3150,165,83,Low
27,16,10,Female,2021,152,50,High
36,27,5,Male,2901,150,98,High
23,12,2,Male,2514,162,55,Low
24,15,9,Male,2949,159,72,High
45,25,7,Male,2273,158,57,Medium
41,13,4,Female,2000,156,60,High
22,24,2,Female,3120,157,58,Low
28,21,4,Male,1556,157,75,Low
45,16,4,Male,3338,187,94,Low
23,29,3,Male,1753,176,52,Low
33,15,6,Female,2358,163,52,Medium
27,8,6,Male,2478,163,95,High
22,12,4,Female,2109,153,65,Medium
43,6,7,Female,3119,174,54,High
31,29,2,Male,3134,179,89,Low
35,26,9,Male,1860,169,55,Low
19,18,4,Male,1738,159,60,Low
36,27,7,Female,3268,189,95,Low
19,24,4,Female,1868,162,71,Medium
25,28,10,Male,2610,169,98,Medium
28,13,4,Female,2957,175,56,High
26,15,8,Female,3318,151,71,Medium
44,19,8,Female,3302,163,65,Medium
45,6,6,Male,1610,160,58,Low
36,21,1,Male,2937,174,63,Medium
34,8,6,Male,1835,152,81,Medium
19,21,6,Male,1568,183,53,Medium
39,9,7,Male,3035,164,71,Medium
45,8,6,Female,3394,183,60,Medium
42,20,9,Male,3080,184,94,Medium
38,27,1,Female,3466,180,88,Low
38,9,3,Female,2131,153,88,Low
27,22,9,Female,2553,168,54,Medium
38,8,2,Female,2450,173,79,Low
33,10,2,Female,3060,150,61,High
34,15,6,Male,1724,150,68,High
27,26,8,Male,1821,187,100,Low
19,19,7,Male,3145,162,100,Medium
42,28,6,Male,2482,153,55,High
38,12,6,Female,2168,163,95,High
26,10,9,Female,2228,155,76,Medium
40,6,10,Male,3454,174,83,Low
26,16,7,Male,2821,167,52,Low
31,29,5,Male,2290,182,57,Medium
21,21,8,Male,3362,187,50,Low
34,27,7,Female,2534,160,56,High
25,9,1,Male,1925,164,95,High
29,7,6,Male,1836,163,82,Medium
35,22,5,Male,2663,154,87,Low
42,20,8,Female,2231,163,95,Medium
45,7,8,Female,2964,164,63,High
34,14,1,Male,2447,166,52,Low
18,6,2,Female,1604,185,59,Medium
41,8,7,Female,3340,163,54,Low
37,21,3,Female,1631,181,64,High
37,26,9,Male,2024,173,70,Medium
29,27,10,Male,2341,185,98,Medium
30,25,4,Female,3170,188,54,Low
20,15,6,Female,2951,183,84,Medium
30,12,4,Female,1514,180,54,Low
30,12,9,Female,3419,151,54,High
30,10,10,Female,3406,181,80,Medium
24,27,5,Male,2494,169,79,High
40,29,6,Female,2133,172,90,Low
20,19,10,Male,3490,156,66,High
32,8,4,Male,2843,170,70,Low
23,10,6,Male,2647,170,80,Low
39,7,5,Female,3336,171,61,Medium
38,17,3,Female,3190,167,66,Low
24,27,6,Female,2004,174,96,Low
18,25,5,Male,2066,185,93,Low
27,15,6,Male,2524,170,96,Low
41,15,7,Male,3141,157,68,Low
28,29,2,Female,3093,164,60,High
33,23,4,Male,3061,181,53,Medium
38,20,4,Male,3110,165,91,Medium
23,7,4,Female,2444,164,82,Medium
32,11,3,Female,1503,169,87,Low
22,17,9,Female,1711,175,76,High
20,8,7,Male,2596,182,80,Medium
28,11,5,Male,1593,156,53,High
39,15,8,Male,2341,153,58,Low
30,15,7,Male,3282,152,63,Low
23,14,7,Female,1869,179,93,Low
36,19,3,Female,1544,157,75,Low
29,10,10,Male,2126,161,78,Medium
42,30,10,Male,2133,171,66,Medium
22,18,5,Male,2304,188,76,High
34,19,5,Male,1545,172,70,Low
27,28,7,Male,2825,171,99,Low
32,26,2,Male,1730,164,53,High
29,25,9,Female,2455,188,64,Medium
30,28,2,Female,2833,153,86,Low
38,6,3,Female,1747,166,86,Medium
37,22,8,Female,2990,154,81,High
39,17,7,Male,2117,158,76,Medium
32,17,9,Female,3443,177,51,Medium
40,26,6,Male,2303,173,65,Low
24,18,6,Female,1842,170,74,Medium
25,16,4,Female,1814,183,91,Medium
34,26,9,Female,2872,166,98,Low
32,12,6,Male,3062,185,76,Low
32,12,6,Male,2505,167,87,Medium
28,22,6,Male,2457,175,74,High
33,28,9,Female,2948,151,64,Low
45,26,9,Male,1624,169,61,Medium
40,8,8,Male,1577,176,61,Medium
41,17,7,Male,2314,187,80,High
42,21,9,Female,2817,187,62,Medium
19,19,2,Female,2074,187,93,Low
19,6,4,Female,1645,183,97,High
26,25,1,Female,3451,172,95,High
43,16,4,Male,1717,156,77,High
30,13,5,Female,1790,153,81,High
32,8,3,Female,3335,185,58,Low
37,14,5,Male,3045,167,97,High
45,21,8,Female,2931,181,53,Low
32,18,4,Female,3154,160,76,High
18,26,6,Male,1740,184,73,Low
45,6,5,Male,2779,156,93,Medium
36,5,6,Male,3055,171,69,Low
45,19,2,Female,2838,170,93,High
45,19,5,Male,3496,189,58,Low
18,23,9,Male,3085,165,93,Medium
31,12,1,Female,2007,182,71,Medium
34,26,8,Female,2570,154,72,High
33,13,7,Female,1685,156,59,Medium
29,18,3,Female,3318,152,55,High
18,24,5,Male,2837,172,87,Medium
21,9,8,Male,1708,167,78,Medium
29,10,7,Female,2380,160,78,Low
37,30,7,Female,2371,169,85,High
45,5,5,Male,3327,161,70,Medium
40,14,8,Male,3200,189,75,Low
39,28,9,Male,2830,166,94,Low
30,23,9,Male,1541,182,78,Medium
39,22,2,Female,1810,165,86,Medium
29,19,9,Male,3354,173,70,Low
20,22,5,Female,2948,175,86,High
38,20,9,Male,3023,188,71,High
41,26,2,Male,1832,179,73,Low
23,22,2,Male,1975,186,89,Medium
32,14,2,Male,2871,185,92,Medium
26,10,2,Female,2648,153,55,Low
20,12,3,Female,1633,156,97,Low
41,27,6,Female,3468,154,66,High
35,16,3,Male,2667,178,52,Low
18,20,7,Female,1813,184,82,Low
32,14,5,Male,2499,171,91,Low
33,27,10,Female,2091,153,87,Medium
45,11,7,Male,3127,170,78,High
38,6,9,Male,2503,160,60,Medium
40,21,3,Female,3015,170,63,Medium
44,17,2,Female,3107,183,80,Low
37,18,3,Female,2314,165,97,Medium
22,9,7,Female,2525,162,51,Medium
20,18,2,Female,2696,181,81,Low
45,17,2,Male,2517,165,52,Medium
30,22,4,Male,2565,171,91,Medium
26,24,10,Male,2193,155,62,Medium
39,11,5,Female,3383,157,87,Low
43,11,10,Male,2649,188,54,High
31,7,2,Female,2295,178,59,Medium
24,20,4,Female,3325,154,62,Medium
19,28,8,Female,1785,170,59,Low
19,16,7,Male,3110,177,78,Low
39,11,3,Female,2642,189,68,High
37,21,10,Female,3438,187,88,Medium
36,6,6,Female,3271,188,57,High
31,22,10,Female,1884,170,87,Medium
43,16,9,Female,3413,187,77,Low
22,20,5,Female,1757,163,57,Medium
44,15,4,Male,2050,173,94,Medium
45,15,1,Female,3024,172,91,Low
23,16,2,Male,2274,176,94,Medium
26,8,8,Male,2587,165,74,Medium
22,15,5,Female,1533,151,54,Medium
19,29,3,Male,2341,164,71,High
44,22,10,Male,3418,156,85,Medium
18,18,5,Male,2946,167,66,Medium
29,25,10,Female,3326,181,58,Low
25,27,1,Male,2783,154,68,Medium
33,10,3,Male,3122,163,83,High
21,23,7,Female,3104,158,62,Medium
42,19,3,Male,2946,172,96,High
31,6,2,Male,1772,175,84,High
25,8,2,Male,2458,153,77,High
42,22,4,Female,1931,182,82,Low
25,8,9,Male,2519,172,77,Medium
32,19,5,Male,2342,169,89,High
31,9,8,Male,1633,179,86,Medium
34,10,7,Female,3301,157,85,Low
27,19,10,Female,3121,163,55,Low
20,9,9,Male,2128,180,97,High
23,16,5,Female,2707,151,86,Low
20,22,6,Male,2661,168,69,Low
45,20,9,Female,2825,178,84,Medium
36,14,4,Male,2575,166,66,High
44,20,2,Female,1599,177,75,Medium
27,29,8,Female,2588,166,85,High
23,14,8,Male,2914,151,77,High
39,8,5,Female,2912,170,65,Medium
30,25,2,Male,2757,171,95,Medium
44,17,5,Male,3237,165,79,High
24,17,2,Male,2780,185,70,Medium
39,12,2,Female,2190,163,74,Low
45,11,10,Male,3386,185,65,High
34,16,9,Female,2114,187,77,High
22,15,3,Female,1763,156,70,High
40,16,1,Female,2093,170,97,Low
20,14,7,Female,2555,151,53,Medium
32,11,6,Female,2972,178,99,Medium
20,29,10,Male,1844,170,82,Low
31,19,7,Female,3263,184,65,Medium
29,23,5,Female,3450,176,95,Low
32,9,7,Male,2469,184,75,High
45,19,6,Male,3009,185,51,Medium
33,19,7,Male,3298,169,95,Medium
30,25,4,Male,3415,157,76,High
44,14,4,Male,1504,181,93,High
26,15,10,Male,2273,177,77,High
20,15,6,Female,1927,180,97,Low
26,27,2,Female,3410,160,94,Low
26,18,2,Male,2540,160,73,Low
21,26,8,Female,2098,162,99,High
20,20,2,Male,3011,163,68,High
22,11,2,Male,2276,170,79,Low
21,13,10,Male,3067,161,97,High
40,28,9,Male,1776,185,61,High
26,18,10,Male,1949,177,54,Low
37,24,4,Female,1812,189,96,Medium
39,10,10,Female,3055,153,77,Medium
27,20,5,Male,2576,177,94,High
43,9,3,Male,1970,163,56,Medium
31,6,2,Female,2628,186,74,High
37,27,2,Male,2572,160,83,Low
38,24,3,Male,2895,174,72,High
31,28,4,Female,2071,180,55,Low
18,23,6,Female,1671,165,53,High
45,15,8,Female,2611,184,54,High
39,18,8,Female,2961,174,99,Low
35,13,3,Male,2524,155,93,Medium
23,17,6,Female,2231,171,89,Low
30,16,8,Female,1733,178,85,Medium
36,10,7,Male,1700,184,61,Medium
20,17,2,Male,3066,178,66,Medium
37,12,7,Female,2800,174,81,Low
22,22,6,Male,1956,174,82,High
37,19,8,Male,2564,166,96,High
25,12,6,Female,1785,181,62,Low
32,30,10,Female,1631,176,60,High
25,8,10,Female,2965,166,67,Low
24,9,8,Female,1678,188,56,Medium
34,5,4,Female,1570,182,84,Low
36,15,10,Female,2230,181,89,High
42,11,8,Female,2560,168,62,Medium
19,14,9,Male,1776,165,53,Low
20,29,9,Female,2428,174,99,High
18,10,5,Male,3211,172,69,Medium
32,29,1,Female,2966,152,69,Medium
37,11,9,Male,3265,162,83,Low
37,8,7,Male,3236,164,73,Low
33,11,5,Female,3347,171,54,Medium
33,16,1,Male,2379,163,74,Low
37,19,10,Female,1870,187,86,Low
37,21,7,Female,1841,158,51,Medium
39,21,8,Male,1601,152,92,Medium
33,17,8,Male,2410,172,61,Medium
22,7,5,Female,2347,169,75,Low
36,28,1,Male,2188,163,69,Low
44,17,6,Male,2034,161,58,Medium
18,29,8,Female,2227,163,98,Medium
33,29,3,Male,1908,188,66,High
38,18,6,Female,2224,151,58,Medium
42,10,5,Female,2688,182,80,Low
34,9,9,Male,2371,182,92,High
32,5,8,Male,2170,163,53,High
19,17,3,Male,2173,159,73,High
35,16,9,Male,2500,186,79,High
41,22,2,Male,3151,183,61,Medium
26,20,3,Female,1777,184,72,Low
25,22,3,Female,3472,171,64,Medium
23,6,4,Male,1651,183,87,Medium
19,30,2,Female,2012,181,80,High
27,25,2,Female,2640,179,94,High
39,22,8,Male,3144,169,57,Low
31,6,4,Female,3043,168,68,High
34,18,7,Female,1867,173,83,Low
38,10,4,Female,1983,160,88,Low
22,10,5,Male,2401,169,59,Low
35,5,7,Female,2552,172,97,Low
35,10,8,Female,2589,178,71,Medium
26,14,2,Male,3266,163,98,Medium
35,18,5,Female,1816,165,93,Low
22,16,6,Female,2684,188,84,Medium
27,11,1,Male,2032,173,55,Low
32,20,3,Female,2442,186,69,High
18,12,8,Female,2920,183,59,Low
25,24,4,Female,1925,155,87,High
36,27,3,Female,3183,181,62,High
39,22,7,Male,2019,177,96,Medium
31,7,4,Male,2628,156,59,Low
45,26,7,Female,1772,187,73,High
31,11,3,Male,2428,172,51,High
31,11,8,Male,2007,159,73,Medium
19,15,5,Female,2523,168,83,High
29,7,3,Male,1907,187,90,Medium
45,26,1,Female,3299,159,80,Medium
45,6,7,Male,1707,169,88,Low
22,8,9,Male,2298,175,91,High
41,13,1,Male,2880,177,50,High
24,10,4,Female,1645,158,88,Low
33,8,3,Female,2974,163,64,Low
34,19,6,Female,1995,163,95,Low
35,28,6,Male,3166,165,93,Medium
37,20,7,Female,1714,174,96,Low
42,10,3,Female,2656,188,55,High
41,15,7,Female,2015,174,58,Low
34,22,10,Female,1574,166,75,Medium
26,17,6,Male,3225,185,79,High
20,9,9,Female,3482,176,80,Medium
25,25,9,Male,2904,179,67,Low
22,28,9,Male,3155,167,73,Medium
22,8,5,Female,1805,180,61,Low
43,24,6,Female,3337,161,57,High
33,15,5,Female,1981,171,98,High
45,22,8,Female,1870,162,72,Low
44,19,5,Male,3402,180,96,Low
45,13,7,Female,2383,160,50,Medium
33,5,9,Female,2975,169,75,High
21,6,7,Male,3020,185,62,Low
20,26,3,Male,2234,172,64,Medium
40,24,7,Male,2633,179,95,Medium
41,19,9,Male,2704,187,96,High
28,21,4,Male,2741,187,50,Low
23,10,4,Female,1922,177,89,High
23,26,6,Female,2433,167,59,Medium
21,25,4,Female,1860,167,99,Medium
43,20,10,Male,3057,166,76,Low
26,9,4,Male,3252,169,52,Low
37,8,6,Male,1755,185,93,Low
29,18,1,Female,2295,152,95,Medium
33,24,5,Female,2956,182,59,Low
30,8,2,Female,2854,151,85,Low
30,20,3,Female,3442,170,54,Low
45,13,5,Female,2496,184,63,Medium
39,14,6,Male,3227,183,93,Low
35,14,8,Male,2148,163,74,Medium
23,14,1,Female,2127,170,68,Medium
25,25,9,Male,2951,155,65,Medium
31,22,3,Female,1702,188,50,Low
31,26,9,Female,2690,186,98,Medium
29,15,9,Male,3329,176,99,Medium
19,27,3,Male,3398,160,53,Medium
30,26,8,Male,2628,170,95,High
18,26,2,Female,1821,170,70,Medium
42,18,1,Female,2399,178,69,High
23,24,9,Female,2263,175,85,Medium
42,28,7,Male,3055,157,86,Low
39,17,3,Female,3194,163,94,High
28,25,9,Male,3156,151,98,High
37,22,9,Female,1768,165,50,Low
31,17,2,Male,2971,157,89,High
21,27,7,Female,2828,165,82,Medium
30,25,5,Male,2908,160,82,Low
25,6,2,Female,3284,186,74,High
33,21,3,Female,2859,190,72,High
21,16,4,Male,3192,157,89,Low
42,11,8,Male,2919,177,88,High
42,15,10,Female,3286,163,84,Low
44,14,4,Male,2914,159,96,High
32,11,8,Female,1544,182,80,High
31,10,4,Female,2963,162,79,High
24,12,4,Female,2590,171,85,Medium
24,15,2,Female,1640,153,61,Medium
29,14,3,Female,3498,178,97,High
30,19,9,Female,3154,168,60,Low
21,6,9,Female,2950,157,76,High
34,30,4,Male,1655,181,81,Medium
26,15,9,Male,3064,153,83,Low
29,20,5,Male,2672,158,61,Low
32,15,6,Male,1841,167,80,High
45,8,5,Male,3236,187,90,High
26,30,7,Female,2730,155,97,High
26,7,2,Female,3082,183,88,High
41,12,10,Male,3403,161,68,Medium
33,8,1,Male,3076,170,61,Medium
19,26,5,Male,2807,180,63,Medium
21,11,3,Female,2609,151,90,Medium
23,17,4,Female,1714,164,95,Medium
38,20,4,Male,2212,155,85,Medium
29,25,4,Male,3139,159,77,High
43,14,8,Male,1643,183,83,Low
31,17,4,Female,3396,159,92,High
42,22,2,Female,3407,155,72,Low
37,14,5,Female,3255,176,94,Medium
38,14,6,Female,3319,182,77,Medium
26,25,5,Female,2933,157,99,High
36,21,7,Female,3346,165,88,Low
44,19,7,Male,3346,183,94,High
38,8,7,Female,2847,151,70,Low
21,26,1,Female,2706,178,84,Low
44,13,9,Male,2183,162,66,Medium
27,27,6,Male,2599,174,71,Low
22,28,1,Male,2368,155,74,Low
30,15,9,Male,3190,156,87,Low
23,27,4,Male,3015,181,72,Medium
23,6,7,Male,2168,152,85,Medium
18,9,9,Male,2666,154,99,Low
43,20,5,Male,1844,173,76,High
24,22,8,Female,3160,152,66,Low
30,20,10,Male,3065,179,91,Medium
30,6,6,Male,1732,175,79,Medium
21,14,8,Male,2177,189,80,High
27,23,7,Male,3412,158,79,Medium
21,26,8,Male,3491,185,97,Medium
34,26,5,Male,2185,152,63,Medium
33,9,7,Male,2698,185,85,High
35,11,6,Male,3019,185,92,High
19,29,8,Male,3363,175,51,Medium
28,21,9,Male,2589,157,64,Medium
22,27,6,Male,1557,181,61,High
20,14,10,Male,1732,183,62,Low
28,14,6,Female,1605,181,82,High
41,6,6,Male,2180,172,54,Medium
20,12,8,Male,2794,173,59,Medium
44,23,6,Female,1668,169,98,Medium
36,12,4,Male,1652,166,58,Medium
25,22,3,Male,3381,175,54,High
18,13,8,Male,2637,176,75,Medium
23,15,7,Male,1622,181,54,Medium
41,12,9,Male,2804,156,86,Medium
25,5,6,Male,2873,172,69,High
36,29,9,Male,2473,169,76,High
22,7,8,Male,2095,153,94,Medium
19,10,10,Female,2739,168,66,High
19,14,5,Female,2861,158,99,Medium
38,26,8,Male,2026,165,99,Medium
42,11,3,Male,3025,156,75,Medium
44,23,7,Female,2378,162,99,High
28,23,3,Female,3336,157,89,High
30,27,3,Female,3378,181,95,Low
37,9,4,Female,3497,174,61,Low
44,19,2,Male,2721,175,66,Low
39,19,3,Male,1694,154,92,Medium
29,16,7,Female,2736,163,82,High
44,14,3,Female,3414,185,77,High
40,19,3,Male,1630,152,51,High
24,21,3,Male,2990,186,97,High
45,30,7,Male,2353,186,56,Low
19,8,7,Female,2568,172,66,Medium
26,11,2,Female,2605,153,85,Low
43,14,4,Male,2621,183,64,High
40,29,8,Male,1977,183,99,Low
29,9,3,Female,2665,155,64,Medium
39,12,4,Female,1705,187,80,Medium
36,23,6,Female,2691,168,88,Medium
45,23,3,Male,1766,158,65,Low
37,26,5,Female,2351,185,71,High
26,22,7,Male,3032,187,77,Medium
24,28,7,Male,1680,157,62,Medium
20,16,9,Male,2211,162,60,High
43,18,3,Male,2356,153,71,Low
28,20,5,Male,1978,169,63,Medium
25,10,1,Male,2311,176,96,Low
36,5,1,Female,2845,163,56,High
35,23,8,Female,1513,179,59,Medium
32,28,5,Male,3164,176,63,Low
18,11,5,Male,3483,184,73,High
38,26,5,Female,3102,156,96,Low
31,12,10,Female,2352,151,92,Medium
18,28,7,Female,2533,169,53,Medium
37,29,2,Male,2978,169,50,Low
33,24,3,Male,1525,173,99,Medium
18,10,1,Female,2903,178,68,Low
26,7,9,Female,3420,172,67,Medium
26,20,4,Male,2826,174,92,Low
44,17,9,Female,3328,176,53,Medium
42,8,8,Male,3131,172,71,High
18,27,4,Male,2088,171,98,Medium
26,30,2,Female,3254,169,91,Medium
18,21,10,Female,3437,166,75,Low
26,14,4,Female,2638,169,87,High
33,6,8,Female,2386,188,90,Medium
39,5,5,Female,1972,181,65,High
41,14,5,Female,1705,180,51,High
25,13,10,Female,2211,161,92,Medium
22,8,8,Female,1569,178,82,Low
34,25,4,Female,2534,154,99,High
33,20,8,Female,3046,163,62,Medium
44,14,4,Male,2168,160,84,Low
23,10,3,Male,1995,171,82,Low
42,6,2,Female,3306,178,62,Low
23,16,8,Female,2415,175,98,High
41,6,8,Female,2363,188,96,High
32,28,4,Female,2070,188,59,High
32,18,3,Male,1867,158,69,Medium
31,28,6,Female,2106,150,92,Low
31,14,3,Female,2742,150,60,Low
36,6,8,Male,3177,156,95,High
22,19,6,Male,1892,171,80,Low
29,17,5,Female,1878,154,90,Medium
25,7,9,Male,2896,159,61,High
25,18,10,Female,3030,187,66,Medium
20,25,1,Female,3423,160,71,Low
28,13,5,Male,2266,160,79,Low
45,13,9,Female,2155,161,72,Medium
34,14,5,Female,1696,153,54,Low
18,6,2,Male,2045,179,50,Low
44,11,7,Male,2920,157,85,High
22,7,7,Male,2877,161,59,High
30,20,4,Female,2007,177,82,Medium
42,12,6,Female,3131,169,68,Low
26,18,7,Female,2874,181,74,Low
38,13,9,Male,2876,165,96,Medium
33,21,7,Male,2810,158,68,High
38,27,3,Male,3139,158,76,Low
33,21,4,Female,2345,170,82,High
32,14,3,Male,3486,158,52,Low
30,23,6,Male,1674,179,93,Medium
32,19,4,Male,2148,151,57,Medium
28,14,8,Female,2549,160,51,Medium
27,9,9,Female,2676,175,62,Medium
33,13,1,Female,1598,177,90,High
34,20,7,Female,2855,188,76,High
18,13,4,Male,3448,171,80,High
31,6,6,Male,2298,159,82,Medium
42,7,5,Female,2467,181,50,Medium
22,11,1,Male,3424,187,83,High
41,20,7,Female,2876,152,54,High
44,22,3,Male,2685,172,71,Medium
39,25,4,Female,2107,163,66,High
19,28,4,Female,1686,180,89,Medium
21,24,7,Female,2417,159,62,Low
24,9,5,Female,3108,155,92,Medium
40,13,6,Male,2640,158,57,Low
25,17,1,Male,1984,170,55,Medium
18,26,5,Male,2463,151,59,Medium
34,18,8,Male,1682,163,74,Low
24,14,3,Male,2176,160,96,Low
18,21,8,Male,3351,164,57,Low
18,15,9,Male,3309,164,85,Medium
28,16,9,Male,1636,180,88,High
19,12,2,Female,3294,174,90,Medium
45,11,5,Female,2616,166,59,Medium
18,8,7,Male,1659,154,53,High
28,24,9,Female,2475,184,66,Medium
22,12,2,Female,3455,156,94,Low
38,26,7,Male,2732,173,80,High
38,12,7,Female,2845,164,72,High
32,18,3,Female,1684,162,99,High
38,28,2,Female,3156,167,62,High
35,8,7,Female,2149,189,79,High
39,13,10,Male,3013,165,68,Medium
23,24,5,Male,3384,156,73,Low
20,18,4,Male,2355,171,93,Low
25,18,8,Male,2575,183,83,Low
35,29,7,Male,2734,170,61,High
26,27,8,Male,3299,189,87,Medium
24,11,2,Male,3458,171,88,High
43,27,4,Female,3134,184,60,High
27,15,3,Female,2883,161,76,Medium
32,15,1,Female,3392,186,76,Medium
18,27,1,Female,1597,174,93,Low
45,28,7,Male,1753,168,96,Low
32,11,8,Male,2622,157,89,High
45,23,3,Female,1722,156,98,High
36,27,8,Female,3472,157,59,High
35,23,3,Male,2191,172,64,Low
28,22,3,Female,2668,150,64,High
33,10,3,Male,2879,184,83,Low
20,28,7,Male,2196,176,66,Medium
30,16,3,Male,1894,182,69,High
32,25,2,Female,2660,152,62,Low
44,9,1,Male,3161,172,72,Medium
22,25,4,Female,3019,151,93,High
25,15,7,Female,3345,172,97,Medium
32,19,4,Male,1696,168,98,High
28,30,4,Male,3180,185,91,Low
19,13,4,Male,2969,167,60,Medium
23,9,7,Male,2939,168,58,Medium
37,30,5,Male,2231,187,59,Low
42,6,10,Male,3077,158,93,Medium
22,28,6,Male,2591,189,83,High
25,28,6,Male,3257,161,72,Low
37,23,7,Male,2211,155,51,Low
45,12,5,Male,2071,157,68,High
32,14,1,Female,3023,175,73,Medium
18,17,1,Female,2367,173,89,Medium
23,15,4,Male,2018,179,60,Medium
19,15,5,Male,1917,179,66,Low
45,27,2,Male,1598,176,94,Medium
25,26,5,Male,2838,184,54,Medium
27,21,3,Female,3461,161,95,Medium
19,8,1,Female,3223,174,99,Low
31,25,9,Female,1681,186,74,High
41,25,3,Female,2682,178,60,Medium
39,13,10,Male,3341,185,79,High
21,20,1,Female,1972,181,71,Medium
45,10,4,Male,2968,173,57,Low
31,28,2,Female,1834,164,76,Low
39,14,9,Female,2207,157,88,Low
44,26,9,Female,2893,172,89,Low
42,30,5,Male,1837,166,91,Low
23,13,1,Female,1663,174,93,Low
29,17,10,Male,2894,190,88,Medium
39,21,9,Male,2225,156,72,Medium
25,14,5,Male,3268,182,89,High
