Age,Training_Hours_Per_Week,Performance_Score,Gender,Calories_Required,Height,Weight,Training_Complexity_Range
31,5,4.66,Female,2498,188,85,Medium
41,28,1.27,Male,1689,162,76,Low
19,23,6.74,Female,2388,151,50,Medium
22,16,2.94,Female,1877,170,89,Medium
31,29,3.3,Male,2005,159,93,Low
18,6,9.23,Female,1746,180,83,High
41,13,8.54,Female,3080,187,65,Low
27,11,5.39,Male,3139,157,78,Low
36,7,7.05,Male,2422,167,88,Medium
23,26,9.83,Male,2932,190,91,Low
43,9,4.89,Male,2038,186,72,Medium
43,28,1.8,Male,2026,159,87,High
20,11,7.44,Female,3301,151,77,Medium
21,26,1.34,Male,3299,162,99,Low
40,16,5.89,Female,2743,158,82,High
19,23,5.18,Female,1871,152,100,Medium
26,8,6.14,Female,1551,163,73,Medium
40,10,3.44,Male,3125,182,93,High
39,7,8.51,Female,3450,177,64,High
35,29,6.7,Female,3320,171,92,Low
35,20,6.56,Female,2500,170,80,Medium
27,22,1.28,Female,3472,177,84,Low
44,22,3.48,Male,3211,169,62,Low
35,24,4,Male,2977,187,72,Low
33,14,3.87,Female,2159,163,91,Low
38,17,1.11,Female,1591,172,63,Low
31,9,4.26,Female,3357,186,98,High
20,10,2.35,Male,1645,183,82,Low
44,24,9.35,Female,2107,188,77,Low
26,25,1.87,Female,2581,159,69,Low
19,19,9.57,Female,2319,175,90,Medium
40,5,2.65,Male,1591,157,57,Medium
42,14,9.84,Female,2609,176,72,Low
27,15,3.6,Male,2311,185,76,High
23,28,6.35,Female,3288,166,91,Medium
44,29,6.24,Male,3145,168,61,Low
34,14,2.23,Female,1928,159,58,Low
28,28,9.63,Male,3176,159,93,Medium
44,10,3.54,Female,2262,168,83,Medium
42,23,7.56,Male,1731,186,80,Medium
28,22,9.29,Male,2625,165,64,Low
38,10,4.92,Female,3459,154,72,Medium
36,13,6.92,Female,3242,165,71,Medium
25,25,7.61,Male,2371,171,65,Medium
24,11,9.29,Female,2994,162,61,High
32,15,2.52,Male,2162,166,72,Low
18,16,6.51,Female,2783,182,90,High
34,25,5.62,Female,2153,153,90,Low
19,11,8.11,Female,2744,182,81,Low
45,16,5.85,Male,1871,188,81,High
35,24,1.42,Female,2121,162,100,Medium
36,15,3.16,Female,2871,165,54,Low
27,27,2.95,Female,1546,150,84,Medium
44,13,3.38,Male,2782,186,97,Low
28,24,1.83,Female,3438,155,60,Low
27,11,7.85,Male,1638,175,71,Low
40,21,1.24,Female,1861,173,56,High
18,12,4.28,Female,1812,188,89,Medium
32,18,9.52,Male,1682,157,58,Low
33,14,6.98,Female,2913,179,82,Low
43,17,4.73,Male,3343,178,57,Medium
30,19,1.53,Male,3036,164,78,High
44,12,6.06,Male,3364,173,65,Medium
38,19,9.28,Female,3111,171,76,Medium
36,25,1.29,Female,2411,159,71,Low
27,25,2.15,Female,3285,152,67,High
19,5,9.07,Male,2946,151,77,Low
21,13,7.56,Female,2087,169,81,Medium
22,25,7.75,Female,2911,157,52,High
42,11,8.63,Female,1535,156,52,Low
20,7,7.33,Male,1890,151,66,High
36,9,9.06,Male,2510,169,87,High
19,23,2.73,Male,2973,178,91,High
43,12,5.1,Male,3074,156,66,Low
36,16,5.08,Female,3137,169,72,Low
23,8,1.22,Female,1936,183,96,Medium
31,12,2.21,Female,2586,151,66,Medium
26,22,9.25,Male,3354,152,80,Medium
31,6,7.1,Female,2608,173,91,High
31,19,3.4,Female,2380,173,70,Low
29,19,1.16,Male,2266,176,74,High
37,29,7.78,Male,1705,152,55,Medium
28,10,2.06,Male,1912,181,69,Low
26,5,3.18,Male,3075,162,57,Medium
40,27,1.06,Female,2506,170,76,High
37,13,3.32,Male,2456,160,63,High
33,18,1.07,Female,2828,174,62,Medium
25,21,5.51,Female,1727,162,68,Medium
37,18,6.47,Female,2513,157,68,High
24,28,7.46,Female,2826,161,77,Medium
20,19,8.69,Female,2778,174,61,Low
42,17,4.19,Female,2219,163,67,Medium
41,16,1.68,Female,2696,180,94,High
38,19,3.58,Female,3262,186,96,Medium
30,24,4.11,Male,3338,182,77,Low
30,15,4.86,Female,3048,160,61,Medium
31,6,7.56,Female,1726,189,92,Low
28,22,6.34,Female,2517,158,95,Low
35,19,5.98,Male,1767,169,81,Low
31,14,5.69,Male,3485,156,79,High
19,27,1.83,Female,2813,171,61,High
32,24,8.93,Male,2154,169,100,High
20,8,6.54,Male,1928,154,75,Low
27,9,8.84,Male,2827,167,92,Medium
27,25,7.22,Male,2982,174,99,Low
22,21,4.23,Male,2283,174,67,Medium
41,26,9.28,Female,3295,182,77,Medium
28,16,5.61,Female,3195,162,51,Medium
18,7,6.25,Female,1761,182,93,Medium
44,23,1.89,Female,1639,189,79,Low
30,8,5.76,Male,3332,158,69,Medium
44,7,2.34,Female,2918,169,57,High
38,24,2.55,Female,2185,189,68,Low
19,13,1.75,Male,3051,161,69,Medium
20,21,7.02,Male,1931,183,97,High
38,29,7.46,Male,2957,157,61,High
28,8,2.8,Female,2994,155,76,High
24,15,7.38,Male,2003,156,84,Low
21,7,3.15,Male,1943,154,76,Medium
21,22,4.44,Female,1902,152,51,Medium
41,12,1.44,Male,3345,167,86,Low
24,26,8.9,Male,1820,164,93,Low
24,12,5.06,Male,1853,175,67,Medium
25,15,8.23,Male,3376,168,84,Low
35,19,4.13,Female,2572,151,93,Medium
44,23,4.64,Female,3084,187,79,Low
37,16,5.03,Female,2201,175,67,Low
19,10,6.5,Male,2806,188,70,High
31,10,6.59,Male,3154,184,79,High
24,6,2.32,Male,2594,160,73,Medium
36,30,1.65,Female,2268,189,97,Low
39,13,7.56,Female,2778,158,90,Low
29,8,2.33,Male,3384,164,55,Medium
24,8,1.72,Male,1757,153,83,High
20,8,8.73,Female,2985,173,91,Low
26,27,2.84,Female,1838,173,99,Medium
35,27,7.61,Male,3227,180,70,Medium
26,17,3.73,Male,1908,184,76,Low
31,23,2.34,Male,1755,164,70,High
26,23,4.58,Male,1579,160,50,High
18,29,8.5,Male,3217,171,98,High
45,27,8.68,Female,2658,184,76,Medium
40,23,4.73,Male,2256,179,80,Medium
23,7,9.48,Male,2424,179,91,Low
35,30,9.35,Male,2467,179,84,High
26,29,8.16,Male,3485,158,85,Low
36,7,6.44,Female,1734,164,88,Low
26,26,1.78,Female,1936,160,53,Medium
33,28,4.22,Female,1854,181,63,Medium
23,12,8.23,Male,2013,161,83,High
22,13,8.04,Female,1848,154,79,Medium
34,19,5.79,Female,1507,154,59,High
29,29,2.53,Male,2502,154,89,Medium
34,26,7.66,Male,2764,167,56,Low
23,13,8.12,Female,3491,165,50,Medium
33,25,5.95,Female,3111,153,68,High
35,14,3.38,Female,3035,160,57,Low
25,14,6.79,Male,2891,155,63,Medium
35,5,9.93,Male,2405,167,99,Medium
37,24,5.2,Female,2801,184,99,High
23,27,2.51,Female,1746,188,73,High
42,6,8.34,Female,2214,166,90,High
22,24,6.49,Female,2942,188,84,Medium
39,8,7.9,Female,2270,174,69,High
21,21,6.14,Male,1708,165,78,Medium
44,12,3.05,Female,1624,180,90,Low
22,26,7.09,Female,2761,174,52,Low
35,23,9.54,Male,2615,185,53,High
43,28,8.04,Male,2689,161,85,Medium
26,9,3.84,Male,2989,156,75,Low
22,20,6.53,Female,2324,182,92,Low
32,13,9.1,Male,3180,167,63,Medium
35,22,7.43,Female,3414,157,54,Medium
27,27,5.99,Male,2616,176,92,High
30,26,1.12,Female,1770,164,96,Medium
38,15,1.87,Male,3031,180,51,Low
42,27,3.89,Male,2423,189,96,Medium
27,30,3.06,Male,2333,178,66,Medium
32,22,1.83,Male,3180,171,92,Medium
30,17,7.85,Male,1879,164,85,Medium
36,30,7.45,Female,3427,166,62,Low
32,21,3.25,Male,1731,170,93,Medium
30,20,5.94,Male,2865,189,68,Medium
39,10,4.04,Female,1960,166,94,Low
42,30,6.64,Male,2232,175,60,Medium
28,7,3.42,Female,1657,181,59,Low
28,16,6.57,Female,1753,182,62,High
41,11,3.83,Female,2205,186,89,High
41,27,7.37,Female,1579,175,53,High
34,22,3.81,Male,3498,161,92,Low
39,26,3.17,Male,3074,176,83,High
25,8,2.4,Male,2607,182,75,Medium
45,21,5.65,Male,2588,189,52,High
39,22,9.39,Female,2124,186,74,Medium
33,20,9.2,Female,3295,177,83,Medium
36,6,5.19,Male,2769,161,54,High
27,25,7.86,Female,3230,162,55,Medium
44,22,1.19,Male,2587,179,73,High
19,11,5.14,Female,2916,151,74,High
38,14,2.74,Male,2207,186,71,High
26,8,4.53,Male,1855,189,66,Low
33,7,2.49,Male,2332,152,78,Low
19,26,9.41,Male,3272,180,96,Low
41,27,3.62,Male,2760,186,80,Medium
39,12,3.24,Male,3336,174,59,Low
45,13,4.04,Male,2100,175,68,Low
28,20,8.11,Male,3151,189,63,High
38,11,1.55,Female,3337,163,65,Medium
19,14,3.87,Male,3394,187,61,Medium
29,20,7.24,Male,1565,189,86,Medium
30,26,4.22,Female,1583,166,91,Low
25,23,4.85,Female,1879,157,53,Medium
44,20,5.46,Female,1620,186,72,Medium
18,17,3.15,Female,2713,179,73,High
39,17,1.34,Male,2171,168,77,Medium
34,22,1.39,Male,1557,158,60,Medium
31,19,9.22,Male,1914,160,58,Medium
23,22,4.99,Female,2561,154,56,Low
27,25,8.04,Female,1513,157,91,High
22,19,6.33,Female,1744,151,72,High
21,13,3.46,Male,1810,167,76,High
39,24,6.35,Female,3115,180,98,High
23,15,5.37,Female,1767,185,82,Medium
26,23,6.81,Female,3393,181,77,Medium
18,17,8.38,Male,3391,187,78,High
34,15,3.14,Male,2948,189,55,Low
29,8,4.54,Female,3497,172,69,Medium
35,23,8.77,Female,1785,179,81,Low
38,29,1.1,Female,2074,160,58,Low
37,25,3.76,Male,1859,155,76,High
20,5,9.06,Male,2826,169,56,High
36,17,5.67,Female,2385,182,72,High
39,10,3.93,Male,3118,154,63,High
25,26,4.39,Female,3184,185,85,High
23,29,7.22,Female,3243,181,82,Medium
32,29,2.9,Male,2032,154,55,Low
37,28,3.82,Female,2557,169,70,Low
35,10,9.92,Female,2839,183,94,High
38,18,5.06,Female,2175,188,60,Low
30,10,8.56,Female,2677,185,60,High
24,20,9.94,Female,2141,167,75,High
39,22,1.13,Male,2238,170,57,Medium
18,11,4.69,Female,3197,178,64,Low
33,8,2,Female,3261,159,79,Low
37,10,7.26,Female,2061,164,65,Medium
26,15,4.64,Male,1503,167,65,Medium
29,18,2.91,Male,2236,184,98,Low
38,29,5.31,Female,2225,178,80,High
20,9,8.81,Male,3456,185,65,Medium
18,22,8.52,Male,2358,171,80,High
21,26,5.3,Male,3307,174,54,High
38,26,1.95,Female,2563,154,53,Medium
41,29,4.07,Male,2231,169,61,Low
37,27,1.85,Female,2788,177,83,Medium
45,25,2.61,Male,3389,181,97,Low
41,7,3.34,Male,2810,182,71,Low
26,7,4.66,Male,2495,152,95,High
43,14,8.2,Female,1503,158,65,Medium
38,16,5.3,Female,2636,166,62,Medium
19,14,7.27,Female,3438,152,94,Medium
29,23,8.45,Male,2051,180,86,Medium
25,29,2.92,Female,3470,168,83,High
43,15,9.93,Female,2011,160,95,Medium
18,27,1.51,Male,3145,169,93,Low
24,28,2.61,Male,3475,162,78,Medium
18,24,9.55,Male,3355,168,61,High
30,29,7.82,Male,3032,162,89,High
21,23,4.06,Male,2686,174,54,Medium
22,20,4.32,Female,1554,170,89,Low
19,25,8.82,Male,2062,178,94,High
31,18,8.65,Male,2267,157,95,High
40,13,1.18,Male,2716,186,61,Medium
23,22,1.52,Male,1591,158,64,Low
39,15,9.11,Female,1723,152,86,Low
25,29,9.12,Male,1985,171,58,Low
41,16,8.78,Male,2973,154,64,Medium
43,7,9.74,Male,3029,175,99,Low
39,19,7.57,Female,2647,163,55,Low
19,24,1.35,Female,3317,162,87,Medium
43,23,3.24,Male,3462,176,95,Medium
25,18,9.7,Female,2146,163,60,High
20,23,9.62,Female,3163,182,93,Medium
28,25,4.43,Female,2333,175,76,Medium
28,14,5.19,Female,2878,161,95,Medium
18,21,9.33,Male,2759,178,64,Low
35,23,3.31,Male,2377,182,75,Low
26,17,4.09,Male,2603,185,69,Low
43,12,5.6,Female,2699,171,90,Medium
36,14,8.15,Male,3222,190,92,Low
26,16,6.62,Male,1742,185,60,Low
36,16,2.26,Female,1768,183,86,Medium
20,16,8.35,Male,2936,173,92,Low
18,27,5.93,Male,3142,184,57,Low
45,29,3.17,Male,1744,188,81,Medium
20,10,5.03,Male,2485,159,70,High
38,14,9.81,Female,3303,156,98,High
42,22,7.14,Female,2844,183,58,High
30,12,6.28,Female,2422,164,83,High
29,5,6.85,Female,1919,166,86,Medium
35,23,3.66,Male,2569,183,73,Medium
38,14,5,Female,3011,187,98,High
39,17,8,Female,2336,184,84,Medium
45,24,1.43,Female,2944,168,74,High
26,14,2.42,Female,2419,158,90,Low
37,29,3.29,Male,2215,189,52,Low
35,8,7.82,Male,1700,186,90,High
42,13,5.63,Male,3215,172,97,High
21,24,7.51,Male,2540,153,75,Low
33,20,1.75,Male,1950,184,56,High
32,17,5.65,Male,3198,162,93,Low
30,25,6.55,Female,2543,157,66,Low
41,28,2.25,Male,2838,185,56,High
37,9,4.49,Male,3279,177,75,Low
44,26,3.24,Male,2944,180,77,Low
41,19,4.41,Male,2613,187,56,Low
30,17,9.26,Male,2731,154,75,Low
18,7,9.3,Male,2435,162,76,Medium
37,27,2.4,Female,2370,177,57,High
35,26,6.48,Female,3338,150,81,High
19,19,7.72,Female,2269,152,95,Medium
40,19,1.8,Male,2311,164,91,Medium
23,22,8.49,Female,2508,168,54,Low
28,6,5.51,Female,1848,155,88,Medium
20,25,7.12,Female,3372,179,97,High
33,25,1.35,Female,2428,173,90,High
22,20,5.76,Male,2271,168,86,High
19,21,7.24,Male,2703,173,87,High
19,22,9.02,Female,2487,159,82,Medium
18,16,1.23,Female,3235,181,89,Low
35,23,8.62,Female,1925,170,67,Medium
32,12,3.73,Male,3100,185,96,Low
37,11,6.39,Female,2279,190,75,Medium
25,24,8.69,Female,2218,182,51,Medium
27,8,1.13,Female,3323,162,54,High
20,8,5.36,Male,1820,183,99,Low
25,25,5.6,Male,1689,189,88,Low
45,8,1.54,Female,3274,187,94,Low
39,29,8.04,Male,1716,173,80,Low
